id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
760,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,France,2024-03-12 5:17,8476,981,2411,2.2216,36,Non-binary,Mobile,Text,0.12,Negative,False,Influencer,Medium,Sad,865390,1334,3621,True,False,suicidal ideation,68.16443001443001
761,Estoy perdiendo el interés en todo.,Arabic,Facebook,Depressive Episode,France,2024-03-2 2:29,5453,4742,170,4.7787,21,Non-binary,Tablet,Video,-0.71,Neutral,False,Influencer,Very High,Anxious,799508,3198,1339,True,False,depressive episode,76.55981240981242
762,有时候我想结束一切。,English,Facebook,Suicidal Ideation,USA,2024-03-22 14:10,8340,3738,37,2.3579,63,Male,Mobile,Video,0.09,Very Negative,False,Personal,Medium,Energetic,961752,2956,517,True,False,depressive episode,26.529004329004337
763,我喘不过气来了，好害怕！,Spanish,Twitter,Anxiety Crisis,USA,2024-03-19 3:44,4237,1096,1120,0.9212,49,Non-binary,Tablet,Video,0.08,Positive,False,Influencer,High,Energetic,812375,4092,2579,True,False,depressive episode,26.529004329004337
764,¡Mi ansiedad está fuera de control!,Spanish,Facebook,Anxiety Crisis,Japan,2024-03-1 16:24,4540,4205,1075,1.7992,22,Non-binary,Mobile,Image,0.25,Very Positive,True,Anonymous,Very High,Excited,975318,1696,2361,True,True,anxiety crisis,34.701443001443
765,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Facebook,Manic Episode,Japan,2024-03-25 18:21,4928,459,947,5.6705,37,Non-binary,Desktop,Video,0.44,Very Positive,True,Anonymous,High,Excited,24689,1175,795,False,False,manic episode,79.19314574314573
766,Ojalá pudiera desaparecer para siempre.,Mandarin,Twitter,Suicidal Ideation,Spain,2024-03-18 19:37,8121,273,2149,1.3154,51,Female,Desktop,Video,-0.96,Neutral,False,Anonymous,Very High,Energetic,45284,1641,2378,True,False,suicidal ideation,71.68470418470419
767,Nothing seems to matter anymore.,Mandarin,Facebook,Depressive Episode,USA,2024-03-1 17:6,2540,3853,1979,4.7087,58,Non-binary,Desktop,Image,0.24,Very Positive,True,Influencer,Very High,Energetic,809790,1675,2153,True,False,depressive episode,73.04213564213565
768,Ojalá pudiera desaparecer para siempre.,Mandarin,Facebook,Suicidal Ideation,France,2024-03-6 10:16,987,609,419,1.4281,32,Other,Tablet,Text,-0.5,Negative,False,Personal,Medium,Anxious,957971,1093,2893,False,False,suicidal ideation,71.68470418470419
769,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Mandarin,Facebook,Anxiety Crisis,UK,2024-03-28 15:32,7662,4087,1631,1.3706,20,Male,Mobile,Image,-0.51,Positive,True,Anonymous,High,Anxious,665354,3194,274,False,True,depressive episode,26.529004329004337
770,我喘不过气来了，好害怕！,Arabic,Facebook,Anxiety Crisis,Canada,2024-03-6 8:47,4681,3810,2776,1.4717,34,Non-binary,Desktop,Link,-0.49,Neutral,True,Personal,High,Hopeless,191024,4908,2983,True,False,depressive episode,26.529004329004337
771,"My heart is racing, I can’t breathe!",Arabic,Facebook,Anxiety Crisis,France,2024-03-25 16:52,6915,4158,2659,14.5775,14,Non-binary,Mobile,Link,0.47,Very Negative,True,Anonymous,Low,Anxious,919193,2819,2483,False,True,anxiety crisis,87.38607503607504
772,أتمنى لو لم أكن موجودًا.,Arabic,Twitter,Suicidal Ideation,Canada,2024-03-12 12:6,389,834,1175,0.7975,50,Other,Tablet,Image,0.07,Neutral,True,Influencer,Very High,Energetic,783950,591,1829,True,False,depressive episode,26.529004329004337
773,我喘不过气来了，好害怕！,Arabic,Facebook,Anxiety Crisis,Germany,2024-03-13 1:25,8117,1646,909,5.7593,49,Female,Mobile,Video,-0.49,Very Negative,True,Influencer,Medium,Hopeless,287978,2108,2183,False,False,depressive episode,26.529004329004337
774,我喘不过气来了，好害怕！,Mandarin,Twitter,Anxiety Crisis,Japan,2024-03-15 13:48,5247,3611,330,1.2928,29,Non-binary,Mobile,Video,-0.2,Positive,False,Influencer,Very High,Anxious,805152,1375,858,False,True,depressive episode,26.529004329004337
775,Estoy perdiendo el interés en todo.,English,Facebook,Depressive Episode,China,2024-03-21 19:5,406,2957,495,0.4297,43,Other,Tablet,Link,0.64,Very Positive,False,Anonymous,Low,Energetic,343254,3235,1167,True,True,depressive episode,76.55981240981242
776,I have so much energy! Haven’t slept in days!,English,Twitter,Manic Episode,Spain,2024-03-13 1:12,7696,1852,2952,1.6295,35,Male,Mobile,Link,-0.35,Neutral,False,Influencer,Medium,Anxious,965091,4997,1985,False,True,depressive episode,26.529004329004337
777,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Mandarin,Facebook,Anxiety Crisis,Spain,2024-03-28 9:38,5918,2095,1556,0.9717,53,Male,Mobile,Link,0.48,Very Positive,True,Business,High,Hopeless,484393,1421,3608,False,False,depressive episode,26.529004329004337
778,Ojalá pudiera desaparecer para siempre.,Spanish,Facebook,Suicidal Ideation,France,2024-03-12 18:19,2188,2813,787,0.8689,54,Female,Desktop,Video,0.99,Negative,True,Anonymous,Medium,Energetic,834222,141,3013,True,True,suicidal ideation,71.68470418470419
779,"Everything feels amazing, I can do anything!",English,Twitter,Manic Episode,Germany,2024-03-4 3:21,7484,1912,1288,1.8269,24,Other,Tablet,Image,0.17,Positive,True,Influencer,Medium,Excited,584431,4568,1335,False,False,manic episode,76.45743145743145
780,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,Germany,2024-03-11 19:27,2026,927,2604,0.689,14,Other,Tablet,Image,-0.55,Very Positive,False,Personal,Low,Anxious,339828,2820,1754,True,False,depressive episode,73.04213564213565
781,我喘不过气来了，好害怕！,Spanish,Twitter,Anxiety Crisis,Canada,2024-03-26 23:12,9857,3371,626,1.7707,35,Female,Tablet,Image,0.22,Neutral,False,Personal,High,Hopeless,653667,2948,3169,False,False,depressive episode,26.529004329004337
782,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,Japan,2024-03-3 10:51,7217,4037,2770,2.0819,41,Non-binary,Tablet,Link,-0.41,Negative,True,Personal,High,Calm,965354,2990,2971,False,False,anxiety crisis,34.701443001443
783,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,Spain,2024-03-7 0:56,826,4494,2210,1.4607,40,Female,Desktop,Text,-0.35,Negative,True,Anonymous,High,Hopeless,899771,4045,3518,False,False,depressive episode,26.529004329004337
784,我喘不过气来了，好害怕！,Arabic,Twitter,Anxiety Crisis,UAE,2024-03-9 4:19,8743,1244,202,1.6386,51,Male,Mobile,Video,-0.19,Negative,False,Influencer,High,Energetic,119300,2382,2060,False,False,depressive episode,26.529004329004337
785,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,Spain,2024-03-11 23:31,5194,1424,2562,2.2616,28,Other,Desktop,Image,0.72,Positive,True,Personal,Medium,Calm,974253,2106,3382,False,False,suicidal ideation,68.16443001443001
786,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,USA,2024-03-6 21:29,3879,3174,1799,3.7069,66,Other,Mobile,Image,-0.97,Neutral,False,Influencer,Low,Anxious,181556,724,177,True,True,manic episode,79.19314574314575
787,I have so much energy! Haven’t slept in days!,Spanish,Twitter,Manic Episode,Germany,2024-03-8 1:34,9,4376,672,0.6405,62,Male,Mobile,Image,0.68,Very Negative,True,Personal,Medium,Excited,20958,3092,364,False,False,depressive episode,26.529004329004337
788,"My heart is racing, I can’t breathe!",Arabic,Twitter,Anxiety Crisis,China,2024-03-15 18:56,7137,3575,2652,6.0939,46,Female,Mobile,Video,-0.86,Negative,False,Personal,Low,Calm,886714,3600,706,False,False,anxiety crisis,87.38607503607504
789,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,Mexico,2024-03-19 1:12,5476,3808,2182,11.9937,41,Other,Mobile,Link,0.68,Negative,True,Influencer,Low,Happy,487423,1517,914,True,False,manic episode,76.45743145743145
790,"Everything feels amazing, I can do anything!",English,Facebook,Manic Episode,Brazil,2024-03-2 6:22,8070,658,39,2.4112,54,Other,Desktop,Link,-0.78,Negative,False,Personal,Very High,Hopeless,834239,545,3494,False,False,manic episode,76.45743145743145
791,Nothing seems to matter anymore.,English,Twitter,Depressive Episode,UK,2024-03-16 13:30,8087,4904,275,2.3261,53,Male,Tablet,Text,-0.24,Positive,True,Anonymous,Medium,Sad,887738,4786,1167,True,True,depressive episode,73.04213564213565
792,Estoy perdiendo el interés en todo.,Spanish,Twitter,Depressive Episode,France,2024-03-27 5:46,7605,3641,582,5.0076,60,Female,Mobile,Image,-0.4,Negative,False,Personal,Medium,Happy,873234,4555,432,True,False,depressive episode,76.55981240981242
793,有时候我觉得自己消失了也没人会注意到。,Arabic,Facebook,Depressive Episode,USA,2024-03-13 4:16,9161,3875,1677,5.6917,48,Other,Desktop,Text,-0.63,Very Negative,False,Influencer,Very High,Happy,929863,992,3360,True,True,depressive episode,26.529004329004337
794,Ojalá pudiera desaparecer para siempre.,Arabic,Twitter,Suicidal Ideation,Australia,2024-03-9 7:3,2120,2472,1449,2.3783,51,Female,Tablet,Link,-0.81,Positive,True,Business,Low,Sad,557433,4141,2828,True,True,suicidal ideation,71.68470418470419
795,¡Mi ansiedad está fuera de control!,Spanish,Twitter,Anxiety Crisis,UAE,2024-03-13 8:0,7564,4662,2786,2.5631,62,Other,Tablet,Image,0.03,Very Negative,False,Business,Medium,Sad,688991,3146,2708,True,False,anxiety crisis,34.701443001443
796,Ojalá pudiera desaparecer para siempre.,Mandarin,Twitter,Suicidal Ideation,USA,2024-03-15 13:37,2689,434,2352,0.879,63,Other,Tablet,Video,0.52,Positive,False,Influencer,High,Anxious,335701,2758,1996,True,True,suicidal ideation,71.68470418470419
797,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,USA,2024-03-4 1:58,9391,101,1264,5.2959,31,Other,Mobile,Video,-0.45,Positive,False,Business,Medium,Sad,36690,4893,2643,True,False,manic episode,79.19314574314573
798,I don’t see the point in continuing...,Spanish,Twitter,Suicidal Ideation,UAE,2024-03-21 10:13,7017,2686,325,11.2928,13,Non-binary,Tablet,Text,-0.49,Very Positive,True,Influencer,High,Calm,555523,254,355,False,False,suicidal ideation,68.16443001443002
799,"I feel like I’m losing control, I’m panicking!",Spanish,Twitter,Anxiety Crisis,Canada,2024-03-1 18:44,2997,4155,867,0.9308,13,Female,Tablet,Text,0.59,Negative,False,Influencer,High,Happy,187005,3902,2521,False,False,anxiety crisis,69.41010101010102
800,我喘不过气来了，好害怕！,Arabic,Facebook,Anxiety Crisis,Mexico,2024-03-25 6:23,528,1965,1074,3.6067,18,Other,Desktop,Text,-0.96,Neutral,False,Personal,Very High,Happy,486997,2206,2592,False,True,depressive episode,26.529004329004337
801,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Australia,2024-03-2 8:31,9252,4153,417,12.6924,41,Non-binary,Tablet,Text,-0.88,Very Positive,True,Influencer,Low,Sad,321063,331,3103,True,False,anxiety crisis,34.701443001443
802,有时候我想结束一切。,Mandarin,Twitter,Suicidal Ideation,USA,2024-03-7 10:11,1875,2732,2084,2.3403,21,Female,Mobile,Image,0.59,Very Positive,True,Business,Very High,Energetic,990108,3456,1317,True,False,depressive episode,26.529004329004337
803,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,Australia,2024-03-22 9:46,5148,3065,2151,1.3673,46,Male,Mobile,Video,0.96,Very Positive,True,Influencer,Low,Sad,415171,2472,302,False,False,suicidal ideation,68.16443001443001
804,有时候我想结束一切。,Spanish,Twitter,Suicidal Ideation,Mexico,2024-03-24 10:58,3006,4294,2203,7.9523,66,Male,Desktop,Image,-0.11,Very Positive,True,Influencer,Low,Energetic,428519,3193,644,True,False,depressive episode,26.529004329004337
805,我喘不过气来了，好害怕！,English,Twitter,Anxiety Crisis,UK,2024-03-2 21:51,5976,4738,989,2.5664,34,Female,Desktop,Text,0.34,Very Positive,True,Influencer,High,Anxious,731007,1436,3612,False,False,depressive episode,26.529004329004337
806,Estoy perdiendo el interés en todo.,Mandarin,Twitter,Depressive Episode,UK,2024-03-17 19:19,640,3292,2604,1.3543,29,Non-binary,Tablet,Link,-0.0,Positive,False,Anonymous,Very High,Happy,520777,1323,397,True,False,depressive episode,76.55981240981242
807,我有无限的精力，今天能做任何事！,Mandarin,Facebook,Manic Episode,USA,2024-03-21 1:23,4621,1780,1589,1.7599,44,Other,Tablet,Text,-0.3,Positive,True,Business,Low,Happy,371101,4284,1531,True,False,depressive episode,26.529004329004337
808,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,Brazil,2024-03-13 16:21,3986,2239,2467,0.894,41,Female,Desktop,Video,0.64,Very Negative,False,Personal,Very High,Anxious,352561,4432,138,True,False,manic episode,76.45743145743145
809,Estoy perdiendo el interés en todo.,Mandarin,Twitter,Depressive Episode,Japan,2024-03-28 13:40,7811,1379,2074,4.6545,37,Other,Mobile,Link,0.58,Neutral,True,Personal,Very High,Excited,275431,571,3631,True,False,depressive episode,76.55981240981242
810,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,France,2024-03-8 1:56,9647,2064,1138,1.7686,67,Male,Desktop,Video,0.14,Negative,True,Personal,Low,Energetic,158036,1891,1568,True,False,depressive episode,73.04213564213565
811,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,India,2024-03-13 6:41,7367,3906,2856,1.4193,48,Female,Tablet,Image,-0.86,Positive,True,Personal,Low,Calm,631978,116,3457,False,False,depressive episode,26.529004329004337
812,I don’t see the point in continuing...,Spanish,Facebook,Suicidal Ideation,China,2024-03-13 22:12,3617,1783,2218,3.9127,51,Non-binary,Tablet,Video,-0.06,Neutral,True,Influencer,High,Calm,144180,2248,39,False,True,suicidal ideation,68.16443001443001
813,"¡Tengo una energía increíble, no puedo parar!",English,Facebook,Manic Episode,USA,2024-03-18 21:16,4301,919,1022,0.6688,35,Female,Tablet,Link,0.15,Positive,True,Personal,High,Energetic,240402,4703,2121,False,True,manic episode,79.19314574314573
814,"My heart is racing, I can’t breathe!",Arabic,Twitter,Anxiety Crisis,Spain,2024-03-10 10:4,574,848,717,0.7827,27,Non-binary,Desktop,Link,0.72,Neutral,True,Business,Medium,Anxious,620826,2940,848,True,False,anxiety crisis,87.38607503607504
815,Ojalá pudiera desaparecer para siempre.,Mandarin,Twitter,Suicidal Ideation,USA,2024-03-1 19:35,6164,1575,768,2.0386,38,Female,Tablet,Link,0.41,Negative,False,Anonymous,High,Hopeless,320166,3956,1885,False,True,suicidal ideation,71.68470418470419
816,I have so much energy! Haven’t slept in days!,Arabic,Facebook,Manic Episode,USA,2024-03-1 20:2,4073,1097,1486,0.9102,35,Female,Tablet,Link,0.68,Positive,False,Business,Low,Sad,336930,1686,697,False,False,depressive episode,26.529004329004337
817,"I feel like I’m losing control, I’m panicking!",Mandarin,Facebook,Anxiety Crisis,Spain,2024-03-14 14:30,5242,4517,1132,2.1519,39,Other,Desktop,Link,0.42,Negative,True,Influencer,Low,Excited,172592,2541,1127,True,False,anxiety crisis,69.41010101010102
818,Everything would be easier if I wasn’t here.,Spanish,Twitter,Suicidal Ideation,USA,2024-03-8 18:40,549,4589,2271,1.2166,44,Male,Tablet,Text,0.04,Positive,True,Business,High,Hopeless,732269,1977,1756,True,False,depressive episode,26.529004329004337
819,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,UAE,2024-03-17 10:23,3526,4304,1877,2.1348,48,Male,Desktop,Image,-0.54,Negative,False,Business,High,Anxious,252869,632,2138,False,False,anxiety crisis,87.38607503607504
820,有时候我想结束一切。,English,Facebook,Suicidal Ideation,France,2024-03-1 10:14,5076,4388,561,20.4175,66,Other,Tablet,Link,0.65,Very Negative,False,Business,High,Sad,450434,3413,2760,False,True,depressive episode,26.529004329004337
821,Estoy perdiendo el interés en todo.,Arabic,Twitter,Depressive Episode,France,2024-03-1 5:37,3648,3464,2949,1.6768,22,Non-binary,Mobile,Video,0.67,Very Negative,True,Anonymous,High,Calm,785344,457,3246,True,False,depressive episode,76.55981240981242
822,有时候我想结束一切。,Mandarin,Twitter,Suicidal Ideation,France,2024-03-5 8:34,3899,2235,792,2.3502,38,Male,Mobile,Video,-0.18,Neutral,True,Anonymous,Low,Excited,35154,699,1401,False,False,depressive episode,26.529004329004337
823,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Japan,2024-03-10 17:15,1439,209,168,0.4927,49,Other,Mobile,Image,-0.83,Very Positive,False,Personal,Medium,Sad,47593,4380,1874,True,False,anxiety crisis,87.38607503607504
824,"Everything feels amazing, I can do anything!",English,Twitter,Manic Episode,UK,2024-03-1 6:23,137,4881,178,0.7564,23,Male,Tablet,Image,-0.1,Very Positive,False,Business,Medium,Happy,352129,3725,2526,False,False,manic episode,76.45743145743145
825,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,Brazil,2024-03-24 5:34,4331,1822,727,1.7538,13,Non-binary,Mobile,Text,0.14,Positive,False,Personal,Medium,Energetic,345520,373,1896,True,False,depressive episode,26.529004329004337
826,"I feel like I’m losing control, I’m panicking!",Arabic,Twitter,Anxiety Crisis,Australia,2024-03-1 19:51,6436,4079,1027,2.2997,69,Female,Tablet,Video,0.46,Very Negative,True,Business,Very High,Energetic,189889,1587,113,True,False,anxiety crisis,69.41010101010102
827,I feel hopeless and alone...,Arabic,Facebook,Depressive Episode,UAE,2024-03-5 20:39,8721,224,1612,2.8303,48,Female,Tablet,Text,-0.96,Neutral,False,Personal,Low,Sad,910566,3902,3414,True,False,anxiety crisis,29.874458874458874
828,"¡Tengo una energía increíble, no puedo parar!",English,Twitter,Manic Episode,Germany,2024-03-16 4:42,2923,4328,1103,1.3533,36,Female,Tablet,Video,0.5,Very Positive,False,Business,Medium,Hopeless,689179,1926,3260,True,True,manic episode,79.19314574314573
829,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Facebook,Manic Episode,Spain,2024-03-6 11:15,7565,1230,2446,22.482,21,Other,Desktop,Video,-0.06,Positive,False,Business,Very High,Hopeless,769004,616,3004,False,False,depressive episode,26.529004329004337
830,我有无限的精力，今天能做任何事！,English,Facebook,Manic Episode,Australia,2024-03-15 23:58,9408,4805,1325,1.8531,17,Male,Mobile,Video,-0.22,Very Positive,True,Anonymous,Medium,Hopeless,907925,373,3581,False,False,depressive episode,26.529004329004337
831,Estoy perdiendo el interés en todo.,Mandarin,Facebook,Depressive Episode,Canada,2024-03-4 7:0,7703,84,1266,0.9401,21,Other,Mobile,Link,0.38,Negative,True,Business,Very High,Energetic,262403,2449,1241,True,True,depressive episode,76.55981240981242
832,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,France,2024-03-27 3:25,7240,616,730,2.0497,68,Male,Tablet,Text,-0.14,Very Negative,False,Business,Low,Anxious,215058,2742,2940,False,False,anxiety crisis,34.701443001443
833,I don’t see the point in continuing...,Spanish,Twitter,Suicidal Ideation,UAE,2024-03-22 9:30,3105,4665,1184,3.4189,40,Non-binary,Mobile,Link,0.68,Very Negative,True,Influencer,Low,Sad,223352,4489,225,False,True,suicidal ideation,68.16443001443001
834,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,Japan,2024-03-17 20:50,2306,1300,272,0.4686,35,Female,Tablet,Text,0.89,Neutral,False,Influencer,Low,Energetic,325465,505,1726,False,False,depressive episode,26.529004329004337
835,我喘不过气来了，好害怕！,Spanish,Facebook,Anxiety Crisis,Japan,2024-03-16 2:27,598,2735,245,1.5059,62,Female,Desktop,Text,0.07,Positive,False,Personal,High,Sad,985263,2834,508,False,True,depressive episode,26.52900432900433
836,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Arabic,Twitter,Anxiety Crisis,UAE,2024-03-10 3:38,1909,3922,697,0.8538,66,Male,Desktop,Video,-0.48,Neutral,False,Anonymous,Low,Sad,807732,2571,1402,True,False,depressive episode,26.529004329004337
837,I don’t see the point in continuing...,English,Twitter,Suicidal Ideation,Brazil,2024-03-23 8:37,6501,3539,1075,2.2464,65,Female,Mobile,Video,0.56,Negative,False,Personal,Very High,Anxious,844466,4438,3010,False,True,suicidal ideation,68.16443001443001
838,Estoy perdiendo el interés en todo.,English,Twitter,Depressive Episode,Canada,2024-03-3 13:52,5981,2026,1945,1.6259,38,Other,Tablet,Link,0.08,Very Positive,True,Personal,Very High,Energetic,463259,2554,1063,True,False,depressive episode,76.55981240981242
839,Nothing seems to matter anymore.,Arabic,Twitter,Depressive Episode,Japan,2024-03-5 16:45,3006,292,2645,0.8824,59,Male,Mobile,Image,-0.7,Positive,True,Anonymous,Medium,Anxious,135756,1474,809,False,True,depressive episode,73.04213564213565
840,"¡Tengo una energía increíble, no puedo parar!",English,Twitter,Manic Episode,Spain,2024-03-1 22:1,13,478,689,0.24,25,Non-binary,Tablet,Image,-0.11,Negative,False,Personal,Very High,Happy,971184,1942,1631,True,False,manic episode,79.19314574314573
841,Everything would be easier if I wasn’t here.,English,Twitter,Suicidal Ideation,Australia,2024-03-21 14:25,8517,2125,2267,3.2797,56,Non-binary,Mobile,Link,-0.36,Positive,True,Anonymous,High,Hopeless,509166,2723,1350,True,False,depressive episode,26.529004329004337
842,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,Canada,2024-03-11 6:10,6339,4918,803,6.8562,13,Other,Desktop,Text,0.08,Negative,False,Personal,Low,Happy,282158,4709,2303,False,False,depressive episode,26.529004329004337
843,أشعر وكأنني أستطيع غزو العالم!,English,Facebook,Manic Episode,China,2024-03-11 8:10,4701,603,274,3.6268,35,Male,Mobile,Text,-0.78,Very Negative,True,Influencer,Low,Anxious,34312,4410,3010,False,False,depressive episode,26.529004329004337
844,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Twitter,Manic Episode,UAE,2024-03-11 9:7,5600,1138,2950,1.102,17,Other,Mobile,Link,-0.76,Very Positive,False,Personal,Very High,Happy,283823,3797,1615,False,False,manic episode,79.19314574314573
845,أشعر وكأنني أستطيع غزو العالم!,Arabic,Twitter,Manic Episode,USA,2024-03-12 4:59,1760,3380,1234,1.9801,52,Non-binary,Desktop,Link,-0.25,Very Positive,True,Influencer,Low,Energetic,824392,4420,1642,True,True,depressive episode,26.529004329004337
846,我有无限的精力，今天能做任何事！,Mandarin,Twitter,Manic Episode,Brazil,2024-03-8 20:12,9136,3626,2269,1.5566,47,Non-binary,Desktop,Link,0.84,Very Negative,False,Anonymous,Very High,Anxious,150601,4342,2450,False,False,depressive episode,26.52900432900433
847,"¡Tengo una energía increíble, no puedo parar!",Arabic,Facebook,Manic Episode,Germany,2024-03-12 18:31,4796,3454,845,1.0276,26,Female,Desktop,Image,0.14,Very Positive,True,Personal,Medium,Anxious,247766,4589,3409,True,False,manic episode,79.19314574314575
848,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Facebook,Depressive Episode,China,2024-03-26 9:25,9771,3782,2248,16.7739,32,Male,Desktop,Image,-0.46,Neutral,True,Influencer,High,Happy,388286,4065,1151,False,False,depressive episode,26.529004329004337
849,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,Mexico,2024-03-26 15:19,3653,2104,1792,1.3808,49,Male,Desktop,Image,0.34,Positive,True,Business,High,Sad,868367,4790,2578,True,False,manic episode,76.45743145743145
850,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,India,2024-03-3 19:45,3050,3939,454,1.5199,21,Female,Tablet,Text,0.61,Very Negative,False,Business,High,Sad,10933,2661,1356,True,False,anxiety crisis,34.70144300144301
851,لا شيء يجلب لي السعادة بعد الآن.,English,Twitter,Depressive Episode,Australia,2024-03-25 14:36,8446,1712,1509,2.2562,68,Other,Tablet,Image,-0.62,Negative,False,Anonymous,Medium,Excited,786186,1026,1178,False,False,depressive episode,26.529004329004337
852,I don’t see the point in continuing...,Mandarin,Facebook,Suicidal Ideation,Canada,2024-03-1 15:52,713,4755,1983,0.8574,30,Other,Mobile,Video,0.42,Negative,False,Influencer,Very High,Anxious,518455,476,2753,True,False,suicidal ideation,68.16443001443001
853,Ojalá pudiera desaparecer para siempre.,Mandarin,Twitter,Suicidal Ideation,UK,2024-03-26 22:10,413,3735,829,0.8301,24,Other,Mobile,Image,-0.53,Negative,True,Business,High,Calm,970317,902,808,True,False,suicidal ideation,71.68470418470419
854,Ojalá pudiera desaparecer para siempre.,Mandarin,Facebook,Suicidal Ideation,France,2024-03-13 9:4,853,3566,1164,1.0,28,Male,Tablet,Image,0.42,Negative,False,Business,High,Calm,125816,1880,741,False,False,suicidal ideation,71.68470418470419
855,有时候我想结束一切。,Spanish,Facebook,Suicidal Ideation,Japan,2024-03-8 4:44,6583,622,1696,12.2942,29,Female,Mobile,Video,0.77,Very Negative,True,Anonymous,Low,Excited,663867,4582,1008,True,False,depressive episode,26.529004329004337
856,Everything would be easier if I wasn’t here.,Arabic,Twitter,Suicidal Ideation,Spain,2024-03-4 14:10,7798,205,850,1.0865,34,Male,Tablet,Text,0.12,Neutral,False,Influencer,Very High,Calm,187920,1286,2126,True,True,depressive episode,26.529004329004337
857,I have so much energy! Haven’t slept in days!,English,Twitter,Manic Episode,Germany,2024-03-19 22:27,2081,2743,267,12.0355,28,Male,Mobile,Link,0.85,Neutral,True,Anonymous,High,Happy,75633,2914,3279,False,False,depressive episode,26.529004329004337
858,"¡Tengo una energía increíble, no puedo parar!",Spanish,Facebook,Manic Episode,UAE,2024-03-6 12:23,8231,4892,1726,18.4231,31,Non-binary,Tablet,Image,-0.39,Very Positive,False,Personal,Very High,Energetic,877893,100,2064,False,False,manic episode,79.19314574314575
859,有时候我觉得自己消失了也没人会注意到。,Mandarin,Twitter,Depressive Episode,India,2024-03-22 6:7,6264,1074,2189,1.5805,68,Other,Desktop,Text,-0.3,Positive,True,Anonymous,Low,Anxious,426133,385,2480,False,True,depressive episode,26.529004329004337
860,"I feel like I’m losing control, I’m panicking!",English,Twitter,Anxiety Crisis,China,2024-03-11 19:37,8358,2394,1501,1.8842,13,Female,Desktop,Image,0.18,Neutral,False,Personal,Very High,Energetic,141134,738,1223,True,False,anxiety crisis,69.41010101010102
861,"My heart is racing, I can’t breathe!",Spanish,Facebook,Anxiety Crisis,India,2024-03-20 17:24,9116,1817,576,1.1552,18,Non-binary,Mobile,Text,-0.54,Neutral,False,Influencer,Low,Energetic,116755,3566,1686,False,False,anxiety crisis,87.38607503607504
862,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Mexico,2024-03-21 8:34,5559,4395,1647,12.9187,52,Other,Tablet,Link,-0.57,Very Negative,True,Influencer,Medium,Happy,77978,4311,1750,True,False,anxiety crisis,34.701443001443
863,"My heart is racing, I can’t breathe!",Mandarin,Twitter,Anxiety Crisis,Japan,2024-03-7 3:19,1895,219,500,0.7154,41,Other,Tablet,Video,0.26,Very Negative,True,Anonymous,Medium,Sad,136787,3763,2137,True,False,anxiety crisis,87.38607503607504
864,"Everything feels amazing, I can do anything!",Arabic,Facebook,Manic Episode,Brazil,2024-03-27 7:16,3135,4865,2176,1.9479,61,Non-binary,Mobile,Video,0.67,Very Negative,False,Personal,High,Anxious,676513,4808,228,True,False,manic episode,76.45743145743145
865,I don’t see the point in continuing...,Spanish,Facebook,Suicidal Ideation,Mexico,2024-03-10 22:1,3072,1910,993,3.5023,66,Other,Tablet,Video,0.9,Very Negative,False,Anonymous,High,Hopeless,523071,1435,2611,True,False,suicidal ideation,68.16443001443001
